,Year,Type,Distance_km,Stage
150,1919,Flat,364.0,1
151,1919,Flat,370.0,1
152,1919,Flat,388.0,1
153,1919,Flat,405.0,1
154,1919,Flat,412.0,1
155,1919,Flat,468.0,1
156,1919,Flat,482.0,1
157,1919,Stage with mountains,323.0,1
158,1919,Stage with mountains,325.0,1
159,1919,Stage with mountains,326.0,1
160,1919,Stage with mountains,333.0,1
161,1919,Stage with mountains,338.0,1
162,1919,Stage with mountains,371.0,1
163,1920,Flat,300.0,1
164,1920,Flat,325.0,1
165,1920,Flat,340.0,1
166,1920,Flat,354.0,1
167,1920,Flat,364.0,1
168,1920,Flat,388.0,1
169,1920,Flat,405.0,1
170,1920,Flat,412.0,1
171,1920,Flat,433.0,1
172,1920,Flat,482.0,1
173,1920,Stage with mountains,323.0,1
174,1920,Stage with mountains,326.0,1
175,1920,Stage with mountains,333.0,1
176,1920,Stage with mountains,356.0,1
177,1920,Stage with mountains,362.0,1
178,1921,Flat,300.0,1
179,1921,Flat,340.0,1
180,1921,Flat,364.0,1
181,1921,Flat,371.0,1
182,1921,Flat,388.0,1
183,1921,Flat,405.0,1
184,1921,Flat,411.0,1
185,1921,Flat,412.0,1
186,1921,Flat,433.0,1
187,1921,Flat,482.0,1
188,1921,Stage with mountains,272.0,1
189,1921,Stage with mountains,323.0,1
190,1921,Stage with mountains,325.0,1
191,1921,Stage with mountains,326.0,1
192,1921,Stage with mountains,333.0,1
193,1922,Flat,300.0,1
194,1922,Flat,340.0,1
195,1922,Flat,364.0,1
196,1922,Flat,371.0,1
197,1922,Flat,388.0,1
198,1922,Flat,405.0,1
199,1922,Flat,411.0,1
200,1922,Flat,412.0,1
201,1922,Flat,433.0,1
202,1922,Flat,482.0,1
203,1922,Stage with mountains,260.0,1
204,1922,Stage with mountains,274.0,1
205,1922,Stage with mountains,284.0,1
206,1922,Stage with mountains,323.0,1
207,1922,Stage with mountains,326.0,1
208,1923,Flat,300.0,1
209,1923,Flat,343.0,1
210,1923,Flat,371.0,1
211,1923,Flat,377.0,1
212,1923,Flat,381.0,1
213,1923,Flat,405.0,1
214,1923,Flat,412.0,1
215,1923,Flat,427.0,1
216,1923,Flat,433.0,1
217,1923,Flat,482.0,1
218,1923,Stage with mountains,260.0,1
219,1923,Stage with mountains,275.0,1
220,1923,Stage with mountains,281.0,1
221,1923,Stage with mountains,323.0,1
222,1923,Stage with mountains,326.0,1
223,1924,Flat,300.0,1
224,1924,Flat,343.0,1
225,1924,Flat,371.0,1
226,1924,Flat,381.0,1
227,1924,Flat,405.0,1
228,1924,Flat,412.0,1
229,1924,Flat,427.0,1
230,1924,Flat,433.0,1
231,1924,Flat,482.0,1
232,1924,Stage with mountains,275.0,1
233,1924,Stage with mountains,280.0,1
234,1924,Stage with mountains,307.0,1
235,1924,Stage with mountains,323.0,1
236,1924,Stage with mountains,326.0,1
237,1924,Stage with mountains,360.0,1
238,1925,Flat,189.0,1
239,1925,Flat,204.0,1
240,1925,Flat,208.0,1
241,1925,Flat,215.0,2
242,1925,Flat,293.0,1
243,1925,Flat,334.0,1
244,1925,Flat,340.0,1
245,1925,Flat,343.0,1
246,1925,Flat,371.0,1
247,1925,Flat,405.0,1
248,1925,Flat,433.0,1
249,1925,Stage with mountains,275.0,1
250,1925,Stage with mountains,280.0,1
251,1925,Stage with mountains,303.0,1
252,1925,Stage with mountains,323.0,1
253,1925,Stage with mountains,326.0,1
254,1925,Stage with mountains,373.0,1
255,1926,Flat,189.0,1
256,1926,Flat,280.0,1
257,1926,Flat,285.0,1
258,1926,Flat,321.0,1
259,1926,Flat,334.0,1
260,1926,Flat,341.0,1
261,1926,Flat,357.0,1
262,1926,Flat,361.0,1
263,1926,Flat,373.0,1
264,1926,Flat,405.0,1
265,1926,Flat,412.0,1
266,1926,Flat,427.0,1
267,1926,Flat,433.0,1
268,1926,Stage with mountains,275.0,1
269,1926,Stage with mountains,303.0,1
270,1926,Stage with mountains,323.0,1
271,1926,Stage with mountains,326.0,1
272,1927,Flat,189.0,1
273,1927,Flat,344.0,1
274,1927,Flat,360.0,1
275,1927,Stage with mountains,220.0,1
276,1927,Stage with mountains,275.0,1
277,1927,Stage with mountains,283.0,1
278,1927,Stage with mountains,323.0,1
279,1927,Stage with mountains,326.0,1
280,1927,Team time trial,103.0,1
281,1927,Team time trial,119.0,1
282,1927,Team time trial,120.0,1
283,1927,Team time trial,140.0,1
284,1927,Team time trial,145.0,1
285,1927,Team time trial,159.0,1
286,1927,Team time trial,165.0,1
287,1927,Team time trial,180.0,1
288,1927,Team time trial,199.0,1
289,1927,Team time trial,204.0,1
290,1927,Team time trial,206.0,1
291,1927,Team time trial,207.0,1
292,1927,Team time trial,213.0,1
293,1927,Team time trial,225.0,1
294,1927,Team time trial,270.0,1
295,1927,Team time trial,285.0,1
296,1928,Flat,331.0,1
297,1928,Flat,363.0,1
298,1928,Stage with mountains,323.0,1
299,1928,Stage with mountains,329.0,1
300,1928,Stage with mountains,330.0,1
301,1928,Stage with mountains,333.0,1
302,1928,Stage with mountains,387.0,1
303,1928,Team time trial,119.0,1
304,1928,Team time trial,140.0,1
305,1928,Team time trial,145.0,1
306,1928,Team time trial,159.0,1
307,1928,Team time trial,165.0,1
308,1928,Team time trial,199.0,1
309,1928,Team time trial,204.0,1
310,1928,Team time trial,206.0,1
311,1928,Team time trial,207.0,1
312,1928,Team time trial,208.0,1
313,1928,Team time trial,213.0,1
314,1928,Team time trial,225.0,1
315,1928,Team time trial,234.0,1
316,1928,Team time trial,271.0,1
317,1928,Team time trial,285.0,1
318,1929,Flat,140.0,1
319,1929,Flat,145.0,1
320,1929,Flat,165.0,1
321,1929,Flat,182.0,1
322,1929,Flat,199.0,1
323,1929,Flat,206.0,3
324,1929,Flat,208.0,1
325,1929,Flat,234.0,1
326,1929,Flat,285.0,1
327,1929,Flat,332.0,1
328,1929,Flat,366.0,1
329,1929,Stage with mountains,133.0,1
330,1929,Stage with mountains,283.0,1
331,1929,Stage with mountains,323.0,1
332,1929,Stage with mountains,329.0,1
333,1929,Stage with mountains,333.0,1
334,1929,Stage with mountains,363.0,1
335,1929,Team time trial,159.0,1
336,1929,Team time trial,191.0,1
337,1929,Team time trial,270.0,1
338,1930,Flat,146.0,1
339,1930,Flat,159.0,1
340,1930,Flat,164.0,1
341,1930,Flat,181.0,1
342,1930,Flat,202.0,1
343,1930,Flat,203.0,1
344,1930,Flat,206.0,2
345,1930,Flat,209.0,1
346,1930,Flat,210.0,1
347,1930,Flat,222.0,1
348,1930,Flat,223.0,1
349,1930,Flat,271.0,1
350,1930,Flat,285.0,1
351,1930,Flat,300.0,1
352,1930,Stage with mountains,132.0,1
353,1930,Stage with mountains,231.0,1
354,1930,Stage with mountains,282.0,1
355,1930,Stage with mountains,322.0,1
356,1930,Stage with mountains,331.0,1
357,1930,Stage with mountains,333.0,1
358,1931,Flat,106.0,1
359,1931,Flat,159.0,1
360,1931,Flat,164.0,1
361,1931,Flat,180.0,1
362,1931,Flat,181.0,1
363,1931,Flat,192.0,1
364,1931,Flat,202.0,1
365,1931,Flat,206.0,1
366,1931,Flat,207.0,1
367,1931,Flat,208.0,1
368,1931,Flat,211.0,1
369,1931,Flat,212.0,1
370,1931,Flat,271.0,1
371,1931,Flat,313.0,1
372,1931,Flat,338.0,1
373,1931,Stage with mountains,102.0,1
374,1931,Stage with mountains,132.0,1
375,1931,Stage with mountains,204.0,1
376,1931,Stage with mountains,209.0,1
377,1931,Stage with mountains,230.0,1
378,1931,Stage with mountains,231.0,1
379,1931,Stage with mountains,233.0,1
380,1931,Stage with mountains,282.0,1
381,1931,Stage with mountains,322.0,1
382,1932,Flat,145.0,1
383,1932,Flat,159.0,2
384,1932,Flat,165.0,1
385,1932,Flat,168.0,1
386,1932,Flat,191.0,1
387,1932,Flat,206.0,2
388,1932,Flat,208.0,1
389,1932,Flat,212.0,1
390,1932,Flat,271.0,1
391,1932,Flat,300.0,1
392,1932,Flat,387.0,1
393,1932,Stage with mountains,102.0,1
394,1932,Stage with mountains,132.0,1
395,1932,Stage with mountains,204.0,1
396,1932,Stage with mountains,229.0,1
397,1932,Stage with mountains,230.0,1
398,1932,Stage with mountains,233.0,1
399,1932,Stage with mountains,291.0,1
400,1932,Stage with mountains,322.0,1
401,1933,Flat,156.0,1
402,1933,Flat,166.0,2
403,1933,Flat,168.0,1
404,1933,Flat,169.0,1
405,1933,Flat,183.0,1
406,1933,Flat,192.0,1
407,1933,Flat,208.0,1
408,1933,Flat,222.0,1
409,1933,Flat,233.0,1
410,1933,Flat,262.0,1
411,1933,Flat,266.0,1
412,1933,Stage with mountains,91.0,1
413,1933,Stage with mountains,102.0,1
414,1933,Stage with mountains,128.0,1
415,1933,Stage with mountains,158.0,1
416,1933,Stage with mountains,165.0,1
417,1933,Stage with mountains,185.0,1
418,1933,Stage with mountains,207.0,1
419,1933,Stage with mountains,220.0,1
420,1933,Stage with mountains,227.0,1
421,1933,Stage with mountains,229.0,1
422,1933,Stage with mountains,293.0,1
423,1934,Individual time trial,90.0,1
424,1934,Flat,81.0,1
425,1934,Flat,156.0,1
426,1934,Flat,158.0,1
427,1934,Flat,161.0,1
428,1934,Flat,172.0,1
429,1934,Flat,177.0,1
430,1934,Flat,183.0,1
431,1934,Flat,192.0,1
432,1934,Flat,195.0,1
433,1934,Flat,215.0,1
434,1934,Flat,221.0,1
435,1934,Flat,262.0,1
436,1934,Flat,275.0,1
437,1934,Flat,293.0,1
438,1934,Stage with mountains,91.0,1
439,1934,Stage with mountains,102.0,1
440,1934,Stage with mountains,126.0,1
441,1934,Stage with mountains,165.0,1
442,1934,Stage with mountains,172.0,1
443,1934,Stage with mountains,207.0,1
444,1934,Stage with mountains,220.0,1
